report_id,site,narrative
OIL-2026-02094,Drilling Rig Delta,Slight trip hazard identified at Excavation location due to uneven grating. Marked with high-viz tape.
OIL-2026-02095,Terminal Operations,Worker bypassed machine guard during Electrical Hazards to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-02096,Maintenance Yard,Handrail paint was peeling near the Electrical Hazards sector. Maintenance request submitted.
OIL-2026-02097,Terminal Operations,Minor oil weepage noticed on valve body during Energy Isolation / LOTO. Cleaned and tightened. Radio comms were a bit staticky.
OIL-2026-02098,Drilling Rig Delta,Contractor found entering restricted Hydrocarbon Leaks area without a valid permit. Escorted out and work stopped.
OIL-2026-02099,Terminal Operations,Routine Electrical Hazards completed without any safety incidents. Lunch had just finished.
OIL-2026-02100,Maintenance Yard,"Vehicle struck a pedestrian crossing the yard during Chemical Exposure. Severe trauma sustained, medevac initiated."
OIL-2026-02101,Drilling Rig Delta,"During routine Minor maintenance issues inspection, noticed minor debris which was cleared immediately."
OIL-2026-02102,Terminal Operations,Arc flash occurred during Housekeeping in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-02103,Pipeline Sector 4,Scaffold tag was red but workers were seen preparing for Minor maintenance issues on it. Intervened before access.
OIL-2026-02104,Offshore Platform Alpha,Worker bypassed machine guard during Housekeeping to clear a jam. Equipment ws still energized. Intervened and applied LOTO. The shift ws almost over.
OIL-2026-02105,Drilling Rig Delta,Walkway obstructed by empty pallets near Hydrocarbon Leaks area. Removed by housekeeping.
OIL-2026-02106,Drilling Rig Delta,Major hydrocarbon gas release during Vehicle Movement. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02107,Offshore Platform Alpha,Worker fell 5 meters during Housekeeping because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-02108,Maintenance Yard,Handrail paint was peeling near the Hot Work sector. Maintenance request submitted.
OIL-2026-02109,Maintenance Yard,"Catastrophic failure of lifting gear during PPE observations. 5-ton load dropped 10 meters, striking teh deck less than 2 meters from teh rigging crew."
OIL-2026-02110,Drilling Rig Delta,Contractor found entering restricted Excavation area without a valid permit. Escorted out and work stopped.
OIL-2026-02111,Maintenance Yard,"Vehicle struck a pedestrian crossing the yard during Excavation. Severe trauma sustained, medevac initiated."
OIL-2026-02112,Offshore Platform Alpha,Worker observed not wearing full PPE during Chemical Exposure in the safe zone. Reminded and complied.
OIL-2026-02113,Refinery Unit B,Trench collapsed during Lifting Operations excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-02114,Offshore Platform Alpha,Worker bypassed machine guard during Minor maintenance issues to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-02115,Pipeline Sector 4,Walkway obstructed by empty pallets near Confined Space area. Removed by housekeeping.
OIL-2026-02116,Maintenance Yard,Found some fluid on the deck near PPE observations. Not sure if water or oil.
OIL-2026-02117,Pipeline Sector 4,Contractor dropped something during Overpressure. Didn't see what it was.
OIL-2026-02118,Pipeline Sector 4,Trench collapsed during Vehicle Movement excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-02119,Refinery Unit B,Arc flash occurred during Chemical Exposure in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-02120,Terminal Operations,Contractor reminded to use three points of contact on stairs near Simultaneous Operations unit.
OIL-2026-02121,Terminal Operations,Major hydrocarbon gas release during Excavation. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02122,Maintenance Yard,"During Hot Work, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-02123,Offshore Platform Alpha,Minor oil weepage noticed on valve body during Dropped Objects. Cleaned and tightened. The shift was almost over.
OIL-2026-02124,Refinery Unit B,Major hydrocarbon gas release during Electrical Hazards. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02125,Terminal Operations,Contractor dropped something during Hot Work. Didn't see what it was.
OIL-2026-02126,Refinery Unit B,Slight trip hazard identified at Housekeeping location due to uneven grating. Marked with high-viz tape. Radio comms were a bit staticky.
OIL-2026-02127,Refinery Unit B,Scaffold tag was red but workers were seen preparing for Lifting Operations on it. Intervened before access. The shift was almost over.
OIL-2026-02128,Drilling Rig Delta,Scaffold tag was red but workers were seen preparing for Dropped Objects on it. Intervened before access.
OIL-2026-02129,Terminal Operations,Contractor found entering restricted Overpressure area without a valid permit. Escorted out and work stopped.
OIL-2026-02130,Terminal Operations,Handrail paint was peeling near the Hydrocarbon Leaks sector. Maintenance request submitted.
OIL-2026-02131,Pipeline Sector 4,Completed daily Overpressure checks. All parameters normal.
OIL-2026-02132,Pipeline Sector 4,Someone said the pressure was high during Overpressure. Need to investigate further.
OIL-2026-02133,Terminal Operations,"Vehicle struck a pedestrian crossing the yard during Working at Height. Severe trauma sustained, medevac initiated."
OIL-2026-02134,Terminal Operations,"During routine Fire inspection, noticed minor debris which was cleared immediately."
OIL-2026-02135,Terminal Operations,"Crane slewed unexpectedly during Vehicle Movement, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-02136,Drilling Rig Delta,"Loud bang heard near Excavation unit, but no damage found and no one saw anything."
OIL-2026-02137,Pipeline Sector 4,Small localized smoldering fire observed during Energy Isolation / LOTO hot work. Extinguished immediately with local fire watch.
OIL-2026-02138,Drilling Rig Delta,Found some fluid on the deck near Routine inspections. Not sure if water or oil.
OIL-2026-02139,Pipeline Sector 4,Handrail paint was peeling near the PPE observations sector. Maintenance request submitted.
OIL-2026-02140,Refinery Unit B,Someone said the pressure was high during Confined Space. Need to investigate further.
OIL-2026-02141,Pipeline Sector 4,Major hydrocarbon gas release during Minor maintenance issues. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02142,Maintenance Yard,Found some fluid on the deck near Minor maintenance issues. Not sure if water or oil.
OIL-2026-02143,Drilling Rig Delta,Worker fell 5 meters during Working at Height because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-02144,Refinery Unit B,Scaffold tag was red but workers were seen preparing for Gas Releases on it. Intervened before access.
OIL-2026-02145,Drilling Rig Delta,"Loud bang heard near Electrical Hazards unit, but no damage found and no one saw anything."
OIL-2026-02146,Refinery Unit B,Major hydrocarbon gas release during Chemical Exposure. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02147,Offshore Platform Alpha,"Worker reported feeling unwell after Overpressure. Might be related, might be food poisoning."
OIL-2026-02148,Offshore Platform Alpha,Trench collapsed during Energy Isolation / LOTO excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-02149,Drilling Rig Delta,Trench collapsed during Gas Releases excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-02150,Maintenance Yard,Found some fluid on the deck near Confined Space. Not sure if water or oil. (Note: Please fix the AC in the control room it is too hot).
OIL-2026-02151,Pipeline Sector 4,Contractor dropped something during Housekeeping. Didn't see what it was.
OIL-2026-02152,Terminal Operations,"Hydraulic hose burst during Vehicle Movement, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-02153,Drilling Rig Delta,Handrail paint was peeling near the Lifting Operations sector. Maintenance request submitted. We had a safety meeting about this just yesterday.
OIL-2026-02154,Maintenance Yard,"While performing Overpressure, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-02155,Terminal Operations,"Catastrophic failure of lifting gear during Working at Height. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-02156,Drilling Rig Delta,"Vehicle struck a pedestrian crossing the yard during Minor maintenance issues. Severe trauma sustained, medevac initiated."
OIL-2026-02157,Maintenance Yard,Scaffold tag was red but workers were seen preparing for Minor maintenance issues on it. Intervened before access.
OIL-2026-02158,Maintenance Yard,"Loud bang heard near Lifting Operations unit, but no damage found and no one saw anything."
OIL-2026-02159,Terminal Operations,"During Energy Isolation / LOTO, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-02160,Pipeline Sector 4,"Vehicle struck a pedestrian crossing the yard during Excavation. Severe trauma sustained, medevac initiated."
OIL-2026-02161,Pipeline Sector 4,Worker fell 5 meters during Excavation because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-02162,Drilling Rig Delta,Received report of incident during Process Upsets. Could not verify details.
OIL-2026-02163,Pipeline Sector 4,"Worker reported feeling unwell after Energy Isolation / LOTO. Might be related, might be food poisoning."
OIL-2026-02164,Maintenance Yard,"Hydraulic hose burst during Hot Work, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-02165,Pipeline Sector 4,"During Hot Work, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-02166,Offshore Platform Alpha,Scaffold tag was red but workers were seen preparing for Fire on it. Intervened before access.
OIL-2026-02167,Pipeline Sector 4,Arc flash occurred during Fire in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-02168,Offshore Platform Alpha,Contractor dropped something during Process Upsets. Didn't see what it was.
OIL-2026-02169,Terminal Operations,Worker observed not wearing full PPE during Hydrocarbon Leaks in the safe zone. Reminded and complied.
OIL-2026-02170,Pipeline Sector 4,The gauge looked weird during Confined Space. We left it alone.
OIL-2026-02171,Refinery Unit B,The gauge looked weird during Chemical Exposure. We left it alone.
OIL-2026-02172,Drilling Rig Delta,Trench collapsed during Dropped Objects excavation. Worker was partially buried up to the waist. Rescue team deployed. (Note: Please fix the AC in the control room it is too hot).
OIL-2026-02173,Drilling Rig Delta,"During routine Energy Isolation / LOTO inspection, noticed minor debris which was cleared immediately."
OIL-2026-02174,Refinery Unit B,Small localized smoldering fire observed during Fire hot work. Extinguished immediately with local fire watch.
OIL-2026-02175,Terminal Operations,"Vehicle struck a pedestrian crossing the yard during Lifting Operations. Severe trauma sustained, medevac initiated."
OIL-2026-02176,Drilling Rig Delta,Worker fell 5 meters during Hot Work because harness lanyard snapped. Rushed to medical bay with suspected fractures. The supervisor was not present.
OIL-2026-02177,Terminal Operations,Completed daily Chemical Exposure checks. All parameters normal.
OIL-2026-02178,Pipeline Sector 4,Received report of incident during Simultaneous Operations. Could not verify details.
OIL-2026-02179,Refinery Unit B,Contractor dropped something during Process Upsets. Didn't see what it was.
OIL-2026-02180,Pipeline Sector 4,"Loud bang heard near Fire unit, but no damage found and no one saw anything. The contractor was late to the shift."
OIL-2026-02181,Drilling Rig Delta,Contractor reminded to use three points of contact on stairs near Overpressure unit.
OIL-2026-02182,Terminal Operations,"Worker reported feeling unwell after Simultaneous Operations. Might be related, might be food poisoning."
OIL-2026-02183,Maintenance Yard,"Hydraulic hose burst during Fire, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-02184,Offshore Platform Alpha,Found some fluid on the deck near Excavation. Not sure if water or oil. Lunch had just finished.
OIL-2026-02185,Refinery Unit B,Contractor found entering restricted Process Upsets area without a valid permit. Escorted out and work stopped.
OIL-2026-02186,Maintenance Yard,Handrail paint was peeling near the Hydrocarbon Leaks sector. Maintenance request submitted.
OIL-2026-02187,Pipeline Sector 4,Contractor found entering restricted Minor maintenance issues area without a valid permit. Escorted out and work stopped.
OIL-2026-02188,Drilling Rig Delta,Completed daily Lifting Operations checks. All parameters normal.
OIL-2026-02189,Offshore Platform Alpha,"Vehicle struck a pedestrian crossing the yard during Process Upsets. Severe trauma sustained, medevac initiated. The supervisor was not present."
OIL-2026-02190,Terminal Operations,Contractor dropped something during Energy Isolation / LOTO. Didn't see what it was.
OIL-2026-02191,Maintenance Yard,"Worker reported feeling unwell after Simultaneous Operations. Might be related, might be food poisoning."
OIL-2026-02192,Offshore Platform Alpha,Slight trip hazard identified at Vehicle Movement location due to uneven grating. Marked with high-viz tape.
OIL-2026-02193,Terminal Operations,Scaffold tag was red but workers were seen preparing for Housekeeping on it. Intervened before access.
OIL-2026-02194,Terminal Operations,Contractor reminded to use three points of contact on stairs near Simultaneous Operations unit.
OIL-2026-02195,Offshore Platform Alpha,"Catastrophic failure of lifting gear during Chemical Exposure. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-02196,Offshore Platform Alpha,"Catastrophic failure of lifting gear during Lifting Operations. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-02197,Pipeline Sector 4,"Loud bang heard near Hydrocarbon Leaks unit, but no damage found and no one saw anything."
OIL-2026-02198,Maintenance Yard,"During Confined Space, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-02199,Refinery Unit B,Contractor dropped something during Excavation. Didn't see what it was. We had a safety meeting about this just yesterday.
OIL-2026-02200,Refinery Unit B,"While performing Housekeeping, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-02201,Refinery Unit B,"During Housekeeping, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-02202,Refinery Unit B,"Crane slewed unexpectedly during Routine inspections, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-02203,Pipeline Sector 4,Small localized smoldering fire observed during Routine inspections hot work. Extinguished immediately with local fire watch.
OIL-2026-02204,Refinery Unit B,Fire extinguisher tag missing in the Housekeeping zone. Replaced by safety officer.
OIL-2026-02205,Refinery Unit B,"While performing Hydrocarbon Leaks, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss. (Note: Please fix the AC in the control room it is too hot)."
OIL-2026-02206,Pipeline Sector 4,Trench collapsed during Routine inspections excavation. Worker ws partially buried up to teh waist. Rescue team deployed.
OIL-2026-02207,Refinery Unit B,Contractor dropped something during Simultaneous Operations. Didn't see what it was. The supervisor was not present.
OIL-2026-02208,Refinery Unit B,"Crane slewed unexpectedly during Process Upsets, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-02209,Drilling Rig Delta,Worker fell 5 meters during Chemical Exposure because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-02210,Terminal Operations,"Crane slewed unexpectedly during Lifting Operations, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-02211,Drilling Rig Delta,Found some fluid on the deck near Hot Work. Not sure if water or oil.
OIL-2026-02212,Drilling Rig Delta,Worker bypassed machine guard during Excavation to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-02213,Drilling Rig Delta,"Hydraulic hose burst during Lifting Operations, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-02214,Offshore Platform Alpha,"During routine Chemical Exposure inspection, noticed minor debris which was cleared immediately."
OIL-2026-02215,Pipeline Sector 4,"During Overpressure, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-02216,Drilling Rig Delta,Trench collapsed during Excavation excavation. Worker was partially buried up to the waist. Rescue team deployed. We had a safety meeting about this just yesterday.
OIL-2026-02217,Terminal Operations,Fire extinguisher tag missing in the Overpressure zone. Replaced by safety officer. The contractor was late to the shift.
OIL-2026-02218,Drilling Rig Delta,Major hydrocarbon gas release during Chemical Exposure. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02219,Pipeline Sector 4,"Catastrophic failure of lifting gear during Fire. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew. I didn't have my glasses on but I saw it happen."
OIL-2026-02220,Drilling Rig Delta,The gauge looked weird during Overpressure. We left it alone.
OIL-2026-02221,Drilling Rig Delta,Completed daily Routine inspections checks. All parameters normal.
OIL-2026-02222,Offshore Platform Alpha,Worker observed not wearing full PPE during Routine inspections in the safe zone. Reminded and complied.
OIL-2026-02223,Maintenance Yard,"Crane slewed unexpectedly during Hot Work, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-02224,Pipeline Sector 4,"During routine Process Upsets inspection, noticed minor debris which was cleared immediately."
OIL-2026-02225,Drilling Rig Delta,"While performing Housekeeping, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-02226,Drilling Rig Delta,"While performing Overpressure, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-02227,Drilling Rig Delta,Major hydrocarbon gas release during Hot Work. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02228,Refinery Unit B,Handrail paint was peeling near the Chemical Exposure sector. Maintenance request submitted.
OIL-2026-02229,Terminal Operations,Handrail paint was peeling near the Energy Isolation / LOTO sector. Maintenance request submitted.
OIL-2026-02230,Drilling Rig Delta,Worker fell 5 meters during Dropped Objects because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-02231,Pipeline Sector 4,Handrail paint was peeling near the Process Upsets sector. Maintenance request submitted.
OIL-2026-02232,Refinery Unit B,Major hydrocarbon gas release during Gas Releases. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02233,Pipeline Sector 4,Worker observed not wearing full PPE during Hydrocarbon Leaks in teh safe zone. Reminded and complied.
OIL-2026-02234,Drilling Rig Delta,Minor oil weepage noticed on valve body during Simultaneous Operations. Cleaned and tightened.
OIL-2026-02235,Refinery Unit B,Slight trip hazard identified at Gas Releases location due to uneven grating. Marked with high-viz tape.
OIL-2026-02236,Drilling Rig Delta,Walkway obstructed by empty pallets near Hot Work area. Removed by housekeeping.
OIL-2026-02237,Refinery Unit B,"During Hydrocarbon Leaks, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-02238,Drilling Rig Delta,The gauge looked weird during Routine inspections. We left it alone.
OIL-2026-02239,Drilling Rig Delta,Fire extinguisher tag missing in the Fire zone. Replaced by safety officer. The shift was almost over.
OIL-2026-02240,Refinery Unit B,Trench collapsed during Hydrocarbon Leaks excavation. Worker ws partially buried up to teh waist. Rescue team deployed.
OIL-2026-02241,Terminal Operations,Walkway obstructed by empty pallets near Energy Isolation / LOTO area. Removed by housekeeping.
OIL-2026-02242,Refinery Unit B,Contractor dropped something during Excavation. Didn't see what it was.
OIL-2026-02243,Maintenance Yard,Minor oil weepage noticed on valve body during Vehicle Movement. Cleaned and tightened. The supervisor was not present.
OIL-2026-02244,Refinery Unit B,Fire extinguisher tag missing in the Electrical Hazards zone. Replaced by safety officer.
OIL-2026-02245,Pipeline Sector 4,Completed daily Housekeeping checks. All parameters normal.
OIL-2026-02246,Refinery Unit B,Contractor found entering restricted Fire area without a valid permit. Escorted out and work stopped.
OIL-2026-02247,Drilling Rig Delta,Worker observed not wearing full PPE during Fire in the safe zone. Reminded and complied.
OIL-2026-02248,Maintenance Yard,Found some fluid on the deck near PPE observations. Not sure if water or oil. (Note: Please fix the AC in the control room it is too hot).
OIL-2026-02249,Drilling Rig Delta,Walkway obstructed by empty pallets near Routine inspections area. Removed by housekeeping.
OIL-2026-02250,Pipeline Sector 4,Arc flash occurred during Excavation in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-02251,Pipeline Sector 4,Small localized smoldering fire observed during Simultaneous Operations hot work. Extinguished immediately with local fire watch. Lunch had just finished.
OIL-2026-02252,Offshore Platform Alpha,Scaffold tag was red but workers were seen preparing for Energy Isolation / LOTO on it. Intervened before access.
OIL-2026-02253,Drilling Rig Delta,Contractor found entering restricted Confined Space area without a valid permit. Escorted out and work stopped.
OIL-2026-02254,Refinery Unit B,"Worker reported feeling unwell after Routine inspections. Might be related, might be food poisoning."
OIL-2026-02255,Drilling Rig Delta,"Vehicle struck a pedestrian crossing the yard during Vehicle Movement. Severe trauma sustained, medevac initiated."
OIL-2026-02256,Pipeline Sector 4,Completed daily Excavation checks. All parameters normal.
OIL-2026-02257,Maintenance Yard,The gauge looked weird during PPE observations. We left it alone.
OIL-2026-02258,Maintenance Yard,Found some fluid on the deck near Fire. Not sure if water or oil. The contractor was late to the shift.
OIL-2026-02259,Refinery Unit B,Walkway obstructed by empty pallets near Dropped Objects area. Removed by housekeeping.
OIL-2026-02260,Terminal Operations,"Vehicle struck a pedestrian crossing the yard during Working at Height. Severe trauma sustained, medevac initiated."
OIL-2026-02261,Pipeline Sector 4,Found some fluid on the deck near Process Upsets. Not sure if water or oil.
OIL-2026-02262,Terminal Operations,Minor oil weepage noticed on valve body during Simultaneous Operations. Cleaned and tightened.
OIL-2026-02263,Pipeline Sector 4,Routine Overpressure completed without any safety incidents.
OIL-2026-02264,Offshore Platform Alpha,The gauge looked weird during Fire. We left it alone.
OIL-2026-02265,Terminal Operations,"While performing Working at Height, a heavy wrench slipped and struck teh scaffolding tube near teh worker's head. Near miss."
OIL-2026-02266,Offshore Platform Alpha,Found some fluid on the deck near Working at Height. Not sure if water or oil. We had a safety meeting about this just yesterday.
OIL-2026-02267,Refinery Unit B,Trench collapsed during Minor maintenance issues excavation. Worker ws partially buried up to teh waist. Rescue team deployed.
OIL-2026-02268,Offshore Platform Alpha,"Worker reported feeling unwell after Routine inspections. Might be related, might be food poisoning. The supervisor was not present."
OIL-2026-02269,Pipeline Sector 4,Trench collapsed during Lifting Operations excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-02270,Maintenance Yard,"During Dropped Objects, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-02271,Terminal Operations,Contractor dropped something during PPE observations. Didn't see what it was.
OIL-2026-02272,Refinery Unit B,Major hydrocarbon gas release during Hot Work. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02273,Terminal Operations,Worker fell 5 meters during Simultaneous Operations because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-02274,Drilling Rig Delta,Arc flash occurred during PPE observations in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-02275,Pipeline Sector 4,"Crane slewed unexpectedly during Gas Releases, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-02276,Pipeline Sector 4,Received report of incident during Process Upsets. Could not verify details.
OIL-2026-02277,Drilling Rig Delta,"Catastrophic failure of lifting gear during Minor maintenance issues. 5-ton load dropped 10 meters, striking teh deck less than 2 meters from teh rigging crew."
OIL-2026-02278,Pipeline Sector 4,Completed daily Housekeeping checks. All parameters normal.
OIL-2026-02279,Refinery Unit B,Major hydrocarbon gas release during Vehicle Movement. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02280,Offshore Platform Alpha,Fire extinguisher tag missing in teh Overpressure zone. Replaced by safety officer.
OIL-2026-02281,Pipeline Sector 4,Contractor reminded to use three points of contact on stairs near Gas Releases unit.
OIL-2026-02282,Offshore Platform Alpha,"Vehicle struck a pedestrian crossing the yard during Hydrocarbon Leaks. Severe trauma sustained, medevac initiated."
OIL-2026-02283,Maintenance Yard,Someone said the pressure was high during Confined Space. Need to investigate further.
OIL-2026-02284,Terminal Operations,"While performing Gas Releases, a heavy wrench slipped and struck teh scaffolding tube near teh worker's head. Near miss."
OIL-2026-02285,Maintenance Yard,Contractor reminded to use three points of contact on stairs near Fire unit. The shift was almost over.
OIL-2026-02286,Refinery Unit B,Major hydrocarbon gas release during Housekeeping. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02287,Refinery Unit B,"Loud bang heard near Dropped Objects unit, but no damage found and no one saw anything."
OIL-2026-02288,Drilling Rig Delta,Completed daily Minor maintenance issues checks. All parameters normal. The shift was almost over.
OIL-2026-02289,Terminal Operations,Received report of incident during Hydrocarbon Leaks. Could not verify details.
OIL-2026-02290,Offshore Platform Alpha,Worker fell 5 meters during Process Upsets because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-02291,Pipeline Sector 4,"Loud bang heard near Routine inspections unit, but no damage found and no one saw anything."
OIL-2026-02292,Terminal Operations,"Crane slewed unexpectedly during Hydrocarbon Leaks, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-02293,Refinery Unit B,Fire extinguisher tag missing in the Working at Height zone. Replaced by safety officer.
OIL-2026-02294,Pipeline Sector 4,Major hydrocarbon gas release during Simultaneous Operations. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-02295,Drilling Rig Delta,"Loud bang heard near Electrical Hazards unit, but no damage found and no one saw anything."
OIL-2026-02296,Terminal Operations,Contractor dropped something during Dropped Objects. Didn't see what it was.
OIL-2026-02297,Terminal Operations,The gauge looked weird during Chemical Exposure. We left it alone.
OIL-2026-02298,Refinery Unit B,Contractor found entering restricted Hydrocarbon Leaks area without a valid permit. Escorted out and work stopped. The contractor was late to the shift.
OIL-2026-02299,Offshore Platform Alpha,Arc flash occurred during PPE observations in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-02300,Refinery Unit B,Worker observed not wearing full PPE during Hot Work in the safe zone. Reminded and complied.
OIL-2026-02301,Drilling Rig Delta,"Loud bang heard near Confined Space unit, but no damage found and no one saw anything."
OIL-2026-02302,Refinery Unit B,Contractor dropped something during Routine inspections. Didn't see what it was. (Note: Please fix the AC in the control room it is too hot).
OIL-2026-02303,Terminal Operations,"Catastrophic failure of lifting gear during Gas Releases. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-02304,Drilling Rig Delta,Worker fell 5 meters during Chemical Exposure because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-02305,Refinery Unit B,"Loud bang heard near Process Upsets unit, but no damage found and no one saw anything."
OIL-2026-02306,Pipeline Sector 4,Someone said the pressure was high during Vehicle Movement. Need to investigate further.
OIL-2026-02307,Refinery Unit B,Found some fluid on the deck near Excavation. Not sure if water or oil.
OIL-2026-02308,Maintenance Yard,"While performing Gas Releases, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss. The contractor was late to the shift."
OIL-2026-02309,Refinery Unit B,The gauge looked weird during Dropped Objects. We left it alone.
OIL-2026-02310,Pipeline Sector 4,"Catastrophic failure of lifting gear during Excavation. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-02311,Maintenance Yard,Worker fell 5 meters during Hot Work because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-02312,Maintenance Yard,Found some fluid on the deck near Simultaneous Operations. Not sure if water or oil.
OIL-2026-02313,Drilling Rig Delta,Slight trip hazard identified at Excavation location due to uneven grating. Marked with high-viz tape.
OIL-2026-02314,Refinery Unit B,Slight trip hazard identified at Lifting Operations location due to uneven grating. Marked with high-viz tape.
OIL-2026-02315,Terminal Operations,Fire extinguisher tag missing in the Dropped Objects zone. Replaced by safety officer.
OIL-2026-02316,Maintenance Yard,Contractor found entering restricted Overpressure area without a valid permit. Escorted out and work stopped. I didn't have my glasses on but I saw it happen.
OIL-2026-02317,Pipeline Sector 4,Worker fell 5 meters during Process Upsets because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-02318,Pipeline Sector 4,Slight trip hazard identified at Overpressure location due to uneven grating. Marked with high-viz tape.
OIL-2026-02319,Maintenance Yard,Handrail paint was peeling near the Gas Releases sector. Maintenance request submitted.
OIL-2026-02320,Drilling Rig Delta,The gauge looked weird during Vehicle Movement. We left it alone. The supervisor was not present.
OIL-2026-02321,Pipeline Sector 4,Scaffold tag was red but workers were seen preparing for Routine inspections on it. Intervened before access.
OIL-2026-02322,Maintenance Yard,Walkway obstructed by empty pallets near Hydrocarbon Leaks area. Removed by housekeeping.
OIL-2026-02323,Refinery Unit B,Small localized smoldering fire observed during Hydrocarbon Leaks hot work. Extinguished immediately with local fire watch. The supervisor was not present.
OIL-2026-02324,Refinery Unit B,Small localized smoldering fire observed during Housekeeping hot work. Extinguished immediately with local fire watch. I didn't have my glasses on but I saw it happen.
OIL-2026-02325,Refinery Unit B,Routine Dropped Objects completed without any safety incidents.
OIL-2026-02326,Drilling Rig Delta,"Crane slewed unexpectedly during Minor maintenance issues, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed. We had a safety meeting about this just yesterday."
OIL-2026-02327,Maintenance Yard,Someone said the pressure was high during Simultaneous Operations. Need to investigate further.
